id,rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr,explorer
enecuum,901,ENQ,Enecuum,0.0000000000000000,350000000.0000000000000000,0.0000000000000000,225.7718672839010032,0.0018515404765125,11.4257723088517292,0.0018477677845261,https://etherscan.io/token/0x16ea01acb4b0bca2000ee5473348b6937ee6f72f
digix-gold-token,902,DGX,Digix Gold Token,0.0000000000000000,,0.0000000000000000,205.9939945154578040,49.7137455827645808,4.6279642928726378,48.5798894429132178,https://etherscan.io/token/0x4f3afec4e5a3f2a6a1a411def7d7dfe50ee057bf
vibe,903,VIBE,VIBE,0.0000000000000000,267000000.0000000000000000,0.0000000000000000,197.0053655272164990,0.0016216785672300,-0.7368419919109996,,https://etherscan.io/token/0xe8ff5c9c75deb346acac493c463c8950be03dfba
sportx,904,SX,SX Network,0.0000000000000000,1000000000.0000000000000000,0.0000000000000000,180.9023289941894584,0.3670897337602155,,,https://etherscan.io/token/0x99fe3b1391503a1bc1788051347a1324bff41452
abulaba,905,AAA,Abulaba,0.0000000000000000,,0.0000000000000000,164.0353113282280351,0.0000041334390097,57.0060240090107774,0.0000028745007246,https://etherscan.io/token/0xd938137e6d96c72e4a6085412ada2dad78ff89c4
kirobo,906,KIRO,Kirobo,0.0000000000000000,2200000000.0000000000000000,0.0000000000000000,134.0439278902920994,0.0022159141732096,,,https://etherscan.io/token/0xb1191f691a355b43542bea9b8847bc73e7abb137
xaurum,907,XAUR,Xaurum,0.0000000000000000,,0.0000000000000000,124.3488504056472377,0.0238784977076617,59.0485949148194424,,http://etherscan.io/token/0x4DF812F6064def1e5e029f1ca858777CC98D2D81
homeros,908,HMR,Homeros,0.0000000000000000,10000000000.0000000000000000,0.0000000000000000,116.6470980618654504,0.0055451178010014,-1.9200331358614193,,https://etherscan.io/token/0xB1A30851E3f7d841b231B086479608e17198363A
bitpanda-ecosystem-token,909,BEST,Bitpanda Ecosystem Token,0.0000000000000000,,0.0000000000000000,108.1620000000000000,0.5408100000000000,2.0762160019629679,,https://etherscan.io/token/0x1b073382e63411e3bcffe90ac1b9a43fefa1ec6f
echolink,910,EKO,EchoLink,0.0000000000000000,,0.0000000000000000,102.1965928915707440,0.0000532129802822,,,https://etherscan.io/token/0xa6a840e50bcaa50da017b91a0d86b8b2d41156ee
digitalnote,911,XDN,DigitalNote,0.0000000000000000,10000000000.0000000000000000,0.0000000000000000,80.4689331278448000,0.0000248146457160,3.4636275885222809,0.0000200749384447,http://cnchains.org/xdn/
eccoin,912,ECC,ECC,0.0000000000000000,25000000000.0000000000000000,0.0000000000000000,52.1699407148205143,0.0000001000832690,-0.0179556247113020,0.0000001000947091,https://chainz.cryptoid.info/ecc/
yocoin,913,YOC,Yocoin,0.0000000000000000,,0.0000000000000000,21.5813026534408614,0.0001333216122011,-1.9200331359144603,,http://yoscan.io
glitzkoin,914,GTN,GlitzKoin,0.0000000000000000,,0.0000000000000000,18.5355953236132629,0.0496413014243349,-0.0179556580021239,,https://stellar.expert/explorer/public/asset/GTN-GARFMAHQM4JDI55SK2FGEPLOZU7BTEODS3Y5QNT3VMQQIU3WV2HTBA46
dmarket,915,DMT,DMarket,0.0000000000000000,,0.0000000000000000,14.6383721479934723,0.0007511797886442,-0.8095622652150569,,https://etherscan.io/token/0x2ccbff3a042c68716ed2a2cb0c544a9f1d1935e1
insurepal,916,IPL,VouchForMe,0.0000000000000000,,0.0000000000000000,10.5370427902126200,0.0003303148210098,-17.2001682227885712,0.0003302613648884,https://etherscan.io/token/0x64CdF819d3E75Ac8eC217B3496d7cE167Be42e80
xdna,917,XDNA,XDNA,0.0000000000000000,21000000.0000000000000000,0.0000000000000000,9.2286145918554055,0.0000087072444031,-0.0179556580076504,,http://explorer.xdna.io/
comet,918,CMT,Comet,0.0000000000000000,,0.0000000000000000,9.0976007999246333,0.0066329160299060,,,https://bitcointalk.org/index.php?topic=1477176.0
bitcoin-cash-abc-2,919,BCHA,Bitcoin Cash ABC,0.0000000000000000,21000000.0000000000000000,0.0000000000000000,7.4439436082718781,59.6335999289893200,38.7153002238324494,59.8885249154704300,https://blockchair.com/bitcoin-abc
atbcoin,920,ATB,ATBCoin,0.0000000000000000,300000000.0000000000000000,0.0000000000000000,6.8565465225314894,0.0006632916029906,,,https://explorer.atbcoin.com/
proximax,921,XPX,Sirius Chain,0.0000000000000000,,0.0000000000000000,4.5668992467171568,0.0017179252517457,-1.9200331358621497,,http://explorer.nemchina.com/#/mosaic?m=xpx&ns=prx
midasprotocol,922,MAS,MidasProtocol,0.0000000000000000,,0.0000000000000000,3.5391946000381250,0.0000690574556105,-15.8687675658220756,0.0000690473054228,https://etherscan.io/token/0x23ccc43365d9dd3882eab88f43d515208f832430
nectar,923,NEC,Nectar,0.0000000000000000,,0.0000000000000000,3.0966572330215051,0.0000732609529085,-0.0179556580076309,,https://etherscan.io/token/0xcc80c051057b774cd75067dc48f8987c4eb97a5e
curecoin,924,CURE,Curecoin,0.0000000000000000,,0.0000000000000000,1.7200942152874343,0.0099427411288291,-1.9200331358617384,0.0098274394558846,https://chainz.cryptoid.info/cure/
baer-chain,925,BRC,Baer Chain,0.0000000000000000,580000000.0000000000000000,0.0000000000000000,1.1342857455766250,0.0001211007554908,7.0604191627048157,0.0001210843006789,https://etherscan.io/token/0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34
armor,926,ARMOR,ARMOR,0.0000000000000000,1000000000.0000000000000000,0.0000000000000000,0.8037693066441590,0.0029535289582568,-0.7796068010882960,,https://etherscan.io/token/0x1337def16f9b486faed0293eb623dc8395dfe46a
futurocoin,927,FTO,FuturoCoin,0.0000000000000000,,0.0000000000000000,0.1901805220566066,0.0027599100000000,,,https://explorer.futurocoin.com/insight/
u-network,928,UUU,U Network,0.0000000000000000,,0.0000000000000000,0.0794250661368000,0.0000033093777557,33.1141066965949563,0.0000028762095653,https://etherscan.io/token/0x3543638ed4a9006e4840b105944271bcea15605d
mindol,929,MIN,MINDOL,0.0000000000000000,,0.0000000000000000,0.0697782766346111,0.0033164580149530,-18.2666942798834030,0.0036905972183410,https://etherscan.io/token/0x5d64d850c8368008afb39224e92ad0dceff3cf38
bread,930,BRD,Bread,0.0000000000000000,,0.0000000000000000,0.0472393029683186,0.0080066615200540,-40.7469920189657582,0.0106667932070956,https://etherscan.io/token/0x558ec3152e2eb2174905cd19aea4e34a23de9ad6
covesting,931,COV,Covesting,0.0000000000000000,,0.0000000000000000,0.0433456726802094,0.0072242787800349,,,https://etherscan.io/token/0xe2fb6529ef566a080e6d23de0bd351311087d567
emercoin,932,EMC,Emercoin,0.0000000000000000,,0.0000000000000000,0.0384271712993472,0.0080056606873640,1.1729338850708137,,https://explorer.emercoin.com/
tera,933,TERA,TERA,0.0000000000000000,,0.0000000000000000,0.0026061683247786,0.0000840699459606,-0.0179556580076253,0.0000840499435651,
cindicator,934,CND,Cindicator,0.0000000000000000,,0.0000000000000000,0.0000000073469789,0.0014693957706080,114.6874519193607500,,https://etherscan.io/token/0xd4c435f5b09f855c3317c8524cb1f586e42795fa
beta,935,BETA,BETA,,,,2257297.6330759064479567,0.0912520099433274,3.0882015912766172,0.0878893898699055,https://etherscan.io/token/0xbe1a001fe942f96eea22ba08783140b9dcc09d28
o3swap,936,O3,O3Swap,,100000000.0000000000000000,,98629.4943308198824631,0.0492135808089225,-1.3141673312153259,0.0492985721157732,https://etherscan.io/token/0xee9801669c6138e84bd50deb500827b776777d28
consentium,937,CSM,Consentium,,,,451.8286860639837000,0.0237804571612623,-2.8580250089892144,,https://etherscan.io/token/0xd8698a985b89650d0a70f99ad2909bd0c0b4b51c
dip,938,DIP,DIP,,,,70.9036531972210408,0.0352403842928534,-0.7840660465435603,,https://etherscan.io/token/0xc719d010b63e5bbf2c0551872cd5316ed26acd83
candy,939,CANDY,Candy,,,,4.1612643988736952,0.0001351124131509,-66.3402095108084014,0.0001352106493086,https://etherscan.io/token/0xf2eab3a2034d3f6b63734d2e08262040e3ff7b48
,940,,,14807149.9017000000000000,1000000000.0000000000000000,,,0.0800045968360658,,,https://etherscan.io/token/0xc7579bb99af590ec71c316e1ac4436c535039594
0xbtc,941,0XBTC,0xBitcoin,9706750.0000000000000000,20999810.0000000000000000,,,0.5110474439464994,,,https://etherscan.io/token/0xb6ed7644c69416d67b522e20bc294a9a9b405b31
0xcert,942,ZXC,0xcert,336893262.4020000000000000,,,,0.0005850293271190,,,https://etherscan.io/token/0x83e2be8d114f9661221384b3a50d24b96a5653f5
1world,943,1WO,1World,37219452.9600000000000000,,,,0.0701142111262610,,,https://etherscan.io/token/0xfdbc1adc26f0f8f8606a5d63b7d3a3cd21c22b23
2give,944,2GIVE,2GIVE,0.0000000000000000,,,,0.0002410410185017,,,http://xplor.2give.info/
3x-long-ethereum-token,945,ETHBULL,3X Long Ethereum Token,0.0000000000000000,,,,4.3644533374542544,,,https://etherscan.io/token/0x871baed4088b863fd6407159f3672d70cd34837d
42-coin,946,42,42-coin,0.0000000000000000,42.0000000000000000,,,111334.9281857382247420,,,https://chainz.cryptoid.info/42/
4new,947,KWATT,4NEW,61152763.2570000000000000,,,,0.0000732093490785,,,https://etherscan.io/token/0x241ba672574a78a3a604cdd0a94429a73a84a324
808coin,948,808,808Coin,1097726943144.7400000000000000,,,,0.0000000228759514,,,http://explorer.808bass.space
88mph,949,MPH,88mph,465278.7427758600000000,,,,0.7517894435014822,,,https://etherscan.io/token/0x8888801af4d980682e47f1a9036e589479e835c5
8bit,950,8BIT,8Bit,1467840.7861827300000000,,,,0.0216883127254134,,,http://explorer.8bit.trade/
8x8-protocol,951,EXE,8X8 PROTOCOL,310000000.0000000000000000,880000000.0000000000000000,,,0.0000166180387097,,,https://etherscan.io/token/0x412d397ddca07d753e3e0c61e367fb1b474b3e7d
ab-chain-rtb,952,RTB,AB-Chain RTB,19271300.2725813000000000,,,,0.0105055491407962,,,https://etherscan.io/token/0xec491c1088eae992b7a214efb0a266ad0927a72a
ac3,953,AC3,AC3,491008311.5880000000000000,,,,0.0061643232063518,,,http://explorer.ac3.world/chain/AC3
acchain,954,ACC,ACChain,,,,,0.0050755216172666,,,https://bitcointalk.org/index.php?topic=1908143.0
aced,955,ACED,AceD (old),249987000.0000000000000000,200000000.0000000000000000,,,0.0000050023209999,,,http://149.28.60.139/
acryptos,956,ACS,ACryptoS,0.0000000000000000,,,,0.6968940119932134,,,https://bscscan.com/token/0x4197C6EF3879a08cD51e5560da5064B773aa1d29
adbank,957,ADB,adbank,0.0000000000000000,,,,0.0001368156867113,,,https://etherscan.io/token/0x2baac9330cf9ac479d819195794d79ad0c7616e3
adcoin,958,ACC,AdCoin,16893814.3182171000000000,,,,0.0009846608763630,,,http://explorer.getadcoin.com:5000/
adhive,959,ADH,AdHive,131376614.2801129000000000,,,,0.0005675471405669,,,https://etherscan.io/token/0xe69a353b3152dd7b706ff7dd40fe1d18b7802d31
aditus,960,ADI,Aditus,0.0000000000000000,,,,0.0004175989648731,,,https://etherscan.io/token/0x8810c63470d38639954c6b41aac545848c46484a
adtoken,961,ADT,adToken,904000000.0000000000000000,1000000000.0000000000000000,,,0.0006973233006790,,,https://etherscan.io/token/AdToken
adultchain,962,XXX,AdultChain,49917230.8899033000000000,,,,49.6901328958104632,,,http://explorer.adultchain.xxx/
advanced-internet-blocks,963,AIB,Advanced Internet Blocks,0.0000000000000000,,,,0.0005816411547443,,,https://block.aib.one/
adzcoin,964,ADZ,Adzcoin,0.0000000000000000,84000000.0000000000000000,,,0.0023000000000000,,,http://adzcoin.net/
aegeus,965,AEG,Aegeus,38314185.5276294000000000,,,,0.0007392302575169,,,https://chainz.cryptoid.info/aeg/
aeon,966,AEON,Aeon,15831459.3112110000000000,,,,0.0662682160694723,,,https://chainradar.com/aeon/blocks
aga,967,AGA,AGA Token,0.0000000000000000,10900000.0000000000000000,,,0.2644602259919630,,,https://etherscan.io/token/0x2d80f5f5328fdcb6eceb7cacf5dd8aedaec94e20
aidcoin,968,AID,AidCoin,0.0000000000000000,,,,0.0319174435380055,,,https://etherscan.io/token/0x37e8789bb9996cac9156cd5f5fd32599e6b91289
aidoc,969,AIDOC,AI Doctor,777777776.1740000000000000,,,,0.0000104593827051,,,https://etherscan.io/token/0x584b44853680ee34a0f337b712a8f66d816df151
aidos-kuneen,970,ADK,Aidos Kuneen,0.0000000000000000,,,,0.0167955238660453,,,http://explorer.aidoskuneen.com/
aigang,971,AIX,Aigang,0.0000000000000000,,,,0.0008412335685996,,,https://etherscan.io/token/0x1063ce524265d5a3a624f4914acd573dd89ce988
ailink-token,972,ALI,AiLink Token,5184020526.8472120000000000,,,,0.0000035872516519,,,https://etherscan.io/token/0x4289c043a12392f1027307fb58272d8ebd853912
aion,973,AION,Aion,0.0000000000000000,,,,0.0623393587526583,,,https://etherscan.io/token/0x4CEdA7906a5Ed2179785Cd3A40A69ee8bc99C466
airbloc,974,ABL,Airbloc,0.0000000000000000,,,,0.0115392888304179,,,https://etherscan.io/token/0xf8b358b3397a8ea5464f8cc753645d42e14b79ea
akuya-coin,975,AKY,Akuya Coin,,,,,0.0000820550730302,,,http://akuyacoin.io:3001/
alax,976,ALX,ALAX,20757685.0399999600000000,1000000000.0000000000000000,,,0.0001741506178702,,,https://etherscan.io/token/0x49b127bc33ce7e1586ec28cec6a65b112596c822
alchemint-standards,977,SDS,Alchemint Standards,317946798.0000000000000000,,,,0.0333262231407077,,,https://neotracker.io/asset/6fad54d8cc692fc808fd97a207836a846c217705
alis,978,ALIS,ALIS,39393848.1968731000000000,,,,0.0020739401078140,,,https://etherscan.io/token/0xEA610B1153477720748DC13ED378003941d84fAB
allianceblock,979,ALBT,AllianceBlock,232955783.0000000000000000,1000000000.0000000000000000,,,0.0664710831647597,,,https://etherscan.io/token/0x00a8b738E453fFd858a7edf03bcCfe20412f0Eb0
allion,980,ALL,Allion,6199359.3398030000000000,,,,0.0002948180814270,,,http://www.trollpay.com/viewpage.php?page_id=19
allsafe,981,ASAFE,AllSafe,0.0000000000000000,15000000.0000000000000000,,,0.0115507981336714,,,http://allsafe2.thecryptochat.net/
all-sports,982,SOC,All Sports,1499999999.6973062000000000,,,,0.0002997144482548,,,https://etherscan.io/token/0x2d0e95bd4795d7ace0da3c0ff7b706a5970eb9d3
alphabitcoinfund,983,ABC,Alphabit,,,,,0.0007277649700262,,,https://etherscan.io/token/0x036407F23D5E1C1486F7488332CF54bf06E5F09F
alphacat,984,ACAT,Alphacat,2790428084.0000000000000000,,,,0.0000044432815671,,,https://neotracker.io/asset/7f86d61ff377f1b12e589a5907152b57e2ad9a7a
amlt,985,AMLT,AMLT,0.0000000000000000,400000000.0000000000000000,,,0.0026373914056900,,,https://etherscan.io/token/0xca0e7269600d353f70b14ad118a49575455c0f2f
ammo-reloaded,986,AMMO,Ammo Reloaded,77777777.0000000000000000,,,,0.0000820550730302,,,https://bitcointalk.org/index.php?topic=2541686.0
amo-coin,987,AMO,AMO Coin,19100000000.0000000000000000,21200000000.0000000000000000,,,0.0015320345700374,,,https://etherscan.io/token/0x38c87aa89b2b8cd9b95b736e1fa7b612ea972169
amon,988,AMN,Amon,0.0000000000000000,,,,0.0001403475031953,,,https://etherscan.io/token/0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c
amsterdamcoin,989,AMS,AmsterdamCoin,0.0000000000000000,,,,917.5310780850839579,,,http://www.amsterdamblockchain.info/
anarchistsprime,990,ACP,AnarchistsPrime,4394873.8010189000000000,53760000.0000000000000000,,,0.0000820550730302,,,http://acp1.servep2p.com:3001/
anchor-neural-world,991,ANW,Anchor Neural World,275297977.0183000000000000,1000000000.0000000000000000,,,0.0033375261038505,,,https://etherscan.io/token/0x7dbdd9dafdc4c1c03d67925a4f85daa398af32b0
anchor-protocol,992,ANC,Anchor Protocol,350381852.3230760000000000,1000000000.0000000000000000,,,3.6092350000000000,,,https://finder.terra.money/columbus-4/address/terra14z56l0fp2lsf86zy3hty2z47ezkhnthtr9yq76
animation-vision-cash,993,AVH,Animation Vision Cash,,,,,0.0006374150187740,,,https://etherscan.io/token/0xd7cddd45629934c2f6ed3b63217bd8085d7c14a8
animecoin,994,ANI,Animecoin,,,,,0.0006997660225697,,,https://bitcointalk.org/index.php?topic=749541
ankreth,995,ANKRETH,Ankr Staked ETH,29330.0000000000000000,,,,2874.9276492745403730,,,https://etherscan.io/token/0xe95a203b1a91a908f9b9ce46459d101078c2c3cb
anryze,996,RYZ,ANRYZE,,,,,0.0000594037132846,,,https://wavesexplorer.com/tx/HXdFUiw5yLLWhkorsRy1E5GttG2QZfzEYAVgEgjBNh8t
anyswap,997,ANY,Anyswap,0.0000000000000000,100000000.0000000000000000,,,2.4598259802606217,,,https://bscscan.com/token/0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa
apex,998,CPX,Apex,517390717.5730000000000000,,,,0.0015574013621040,,,https://neotracker.io/asset/45d493a6f73fa5f404244a5fb8472fc014ca5885
aphelion,999,APH,Aphelion,50000000.0000000000000000,,,,0.0038766643949935,,,https://neotracker.io/asset/a0777c3ce2b169d4a23bcba4565e3225a0122d95
apis,1000,APIS,APIS,30563081.2207723000000000,204047845.2100000000000000,,,0.0002090498671033,,,https://etherscan.io/token/0x4c0fbe1bb46612915e7967d2c3213cd4d87257ad
apm-coin,1001,APM,apM Coin,1472500000.0000000000000000,,,,0.0035843340364909,,,https://etherscan.io/token/0xc8c424b91d8ce0137bab4b832b7f7d154156ba6c
apollo-currency,1002,APL,Apollo Currency,21165096531.0000000000000000,21165096531.0000000000000000,,,0.0000990564791417,,,https://explorer.apollowallet.org/
apollon,1003,XAP,Apollon,0.0000000000000000,250000000.0000000000000000,,,0.0000059419187416,,,https://explorer.apolloncoin.io
appcoins,1004,APPC,AppCoins,0.0000000000000000,,,,0.0018700768677092,,,https://etherscan.io/token/0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db
apr-coin,1005,APR,APR Coin,14013343.9418270400000000,25000000.0000000000000000,,,0.0024641008583895,,,https://mnexplorer.apr-coin.com/
apy-finance,1006,APY,APY.Finance,16449.0000000000000000,,,,0.0022486202823424,,,https://ethplorer.io/es/address/0x95a4492f028aa1fd432ea71146b433e7b4446611#chart=candlestick
aquariuscoin,1007,ARCO,AquariusCoin,4533873.7943128200000000,42000000.0000000000000000,,,0.0485212186258397,,,https://chainz.cryptoid.info/arco/
aragon-court,1008,ANJ,Aragon Court,128645461.3884661300000000,,,,0.1444025269650843,,,https://etherscan.io/token/0xcD62b1C403fa761BAadFC74C525ce2B51780b184
arbitragect,1009,ARCT,ArbitrageCT,0.0000000000000000,,,,0.0013686098557153,,,https://etherscan.io/token/0x1245ef80f4d9e02ed9425375e8f649b9221b31d8
archetypal-network,1010,ACTP,Archetypal Network,4835226167.4542000000000000,,,,0.0000004856343857,,,https://etherscan.io/token/0x7b2df125567815ac9b57da04b620f50bc93b320c
ardcoin,1011,ARDX,ArdCoin,277807957.4100000000000000,,,,0.0515526021050117,,,https://etherscan.io/token/0xb8e2e2101ed11e9138803cd3e06e16dd19910647
argentum,1012,ARG,Argentum,12476500.4449549000000000,,,,0.0001641101460605,,,https://chainz.cryptoid.info/arg/
argus,1013,ARGUS,Argus,0.0000000000000000,,,,0.0000820550730302,,,http://blockexp.com:8046/
arianee-protocol,1014,ARIA20,Arianee,35136812.7362691900000000,200000000.0000000000000000,,,0.6090784897140076,,,https://etherscan.io/address/0xedf6568618a00c6f0908bf7758a16f76b6e04af9
aricoin,1015,ARI,Aricoin,135802776.5200001300000000,,,,0.0010117789911851,,,https://prohashing.com/explorer/Aricoin/
arion,1016,ARION,Arion,17198734.0000000000000000,21000000.0000000000000000,,,0.0013141871244744,,,https://www.coinexplorer.net/ARION/masternodes
arlize,1017,ARLIZE,ARLIZE,,,,,0.0000821366952797,,,http://blockexplorer.biz:4014/
artbyte,1018,ABY,ArtByte,792537250.0000000000000000,,,,0.0001053770381126,,,http://explorer.artbyte.me/
asch,1019,XAS,Asch,93355331.0000000000000000,,,,0.0039490885970260,,,https://explorer.asch.io/
asiadigicoin,1020,ADCN,Asiadigicoin,24931054.0000000000000000,,,,0.0000821366952797,,,https://etherscan.io/address/0x67237b0294f78ebd5a2ba97fa7179d248df00401
asta,1021,ASTA,ASTA,2099999990.0000000000000000,3000000000.0000000000000000,,,0.0423204716383756,,,https://etherscan.io/token/0xf2ddae89449b7d26309a5d54614b1fc99c608af5
aston,1022,ATX,Aston,824000000.0000000000000000,,,,0.0001581600738299,,,https://etherscan.io/token/0x1a0f2ab46ec630f9fd638029027b552afa64b94c
atc-coin,1023,ATCC,ATC Coin,409953792.2857151600000000,410000000.0000000000000000,,,0.0051378302002415,,,http://explore.atccoin.com/
atlant,1024,ATL,ATLANT,0.0000000000000000,54175041.0000000000000000,,,0.0280919728245485,,,https://etherscan.io/token/0x78b7fada55a64dd895d8c8c35779dd8b67fa8a05
atn,1025,ATN,ATN,0.0000000000000000,,,,0.0549945172358071,,,https://etherscan.io/token/0x461733c17b0755ca5649b6db08b3e213fcf22546
atonomi,1026,ATMI,Atonomi,492730725.0961588000000000,,,,0.0001000500000000,,,https://etherscan.io/token/0x97aeb5066e1a590e868b511457beb6fe99d329f5
auctus,1027,AUC,Auctus,0.0000000000000000,,,,0.0015150446064943,,,https://etherscan.io/token/0xc12d099be31567add4e4e4d0d45691c3f58f5663
audiocoin,1028,ADC,AudioCoin,0.0000000000000000,,,,0.0419575150260537,,,http://www.presstab.pw/phpexplorer/ADC/index.php
aurora,1029,AOA,Aurora,9975060788.2822170000000000,,,,0.0000965128554158,,,https://etherscan.io/token/0x9ab165d795019b6d8b3e971dda91071421305e5a
auroracoin,1030,AUR,Auroracoin,0.0000000000000000,17973098.0000000000000000,,,0.9017014761934554,,,http://insight.auroracoin.is
aurora-dao,1031,AURA,Aurora DAO,193945163.2653270000000000,1000000000.0000000000000000,,,0.0325594349934275,,,https://etherscan.io/token/0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814
aurumcoin,1032,AU,AurumCoin,298408.1151892500000000,300000.0000000000000000,,,9.9055291913126236,,,http://aurumblocks.cointech.net/chain/AurumCoin
aventus,1033,AVT,Aventus,6000000.0000000000000000,10000000.0000000000000000,,,5.6930384983382990,,,https://etherscan.io/token/0x0d88ed6e74bbfd96b831231638b66c05571e824f
avoncoin,1034,ACN,Avoncoin,,,,,0.0000011994888096,,,http://explorer.avoncoin.org
aware,1035,AT,AWARE,320531785.7726370000000000,,,,0.8074619432473255,,,https://etherscan.io/token/0xaa26931ebba45b69834eb35fe3315cab4b1e97fe
axion,1036,AXN,Axion,0.0000000000000000,,,,,,,https://polygonscan.com/token/0x839f1a22a59eaaf26c85958712ab32f80fea23d9
b2bx,1037,B2B,B2BX,19629794.4634694400000000,,,,0.4440880176345759,,,https://etherscan.io/token/0x5d51fcced3114a8bb5e90cdd0f9d682bcbcc5393
banca,1038,BANCA,Banca,0.0000000000000000,,,,0.0000084915937820,,,https://etherscan.io/token/0x998b3b82bc9dba173990be7afb772788b5acb8bd
bankex,1039,BKX,BANKEX,400000000.0000000000000000,,,,0.0037393579540895,,,https://etherscan.io/token/0x45245bc59219eeaaf6cd3f382e078a461ff9de7b
banyan-network,1040,BBN,Banyan Network,610736185.7000000000000000,,,,0.0000887133207385,,,https://etherscan.io/token/0x35a69642857083ba2f30bfab735dacc7f0bac969
bao-finance,1041,BAO,Bao Finance (old),0.0000000000000000,,,,0.0000216217348956,,,https://etherscan.io/token/0x374cb8c27130e2c9e04f44303f3c8351b9de61c1
basic,1042,BASIC,BASIC,7826258164.9906130000000000,10000000000.0000000000000000,,,0.0000019985884469,,,https://etherscan.io/token/0xf25c91c87e0b1fd9b4064af0f427157aab0193a7
basid-coin,1043,BASID,Basid Coin,853336185.8391311000000000,,,,0.0012526371566707,,,https://etherscan.io/token/0xe33f363351186e185470f35F6DeB94ABa44347D8
bastonet,1044,BSN,Bastonet,,,,,0.0000820550730302,,,https://bitcointalk.org/index.php?topic=2205972.0
bata,1045,BTA,Bata,0.0000000000000000,10000000.0000000000000000,,,0.0048514531586277,,,https://chainz.cryptoid.info/bta/
bean-cash,1046,BITB,Bean Cash,0.0000000000000000,50000000000.0000000000000000,,,0.0000263345821017,,,https://chainz.cryptoid.info/bitb/
bee-token,1047,BEE,Bee Token,236629158.7073013800000000,,,,0.0003705347228760,,,https://etherscan.io/token/0x4d8fc1453a0f359e99c9675954e656d80d996fbf
belacoin,1048,BELA,Bela,0.0000000000000000,,,,0.0004175338501486,,,https://etherscan.io/token/0x2e98a6804e4b6c832ed0ca876a943abd3400b224
beldex,1049,BDX,Beldex,0.0000000000000000,9900000000.0000000000000000,,,0.0417922650149008,,,https://explorer.beldex.io/
benchmark-protocol,1050,MARK,Benchmark Protocol,429643.0605263500000000,,,,0.0188729134156912,,,https://etherscan.io/address/0x67c597624b17b16fb77959217360b7cd18284253
benjirolls,1051,BENJI,BenjiRolls,20276099.1465239600000000,,,,0.0001021377128930,,,http://benjiexp.cryptooz.com/
beowulf,1052,BWF,Beowulf,1000000099.0000000000000000,,,,0.0053874062969283,,,https://etherscan.io/token/0xF7E04D8a32229B4cA63aA51eEA9979C7287FEa48
betacoin,1053,BET,BetaCoin,,,,,0.0000820119637681,,,https://bitcointalk.org/index.php?topic=321266.0
betterbetting,1054,BETR,BetterBetting,285140472.3248034000000000,,,,0.0011365969576909,,,https://etherscan.io/token/0x763186eb8d4856d536ed4478302971214febc6a9
bezant,1055,BZNT,Bezant,878398685.0000000000000000,,,,0.0000209964720300,,,https://etherscan.io/token/0xe1aee98495365fc179699c1bb3e761fa716bee62
bezop,1056,BEZ,Bezop,55660263.8976757200000000,,,,0.0150000000000000,,,https://etherscan.io/token/0x3839d8ba312751aa0248fed6a8bacb84308e20ed
bhp-coin,1057,BHP,BHPCoin,20177578.1800000000000000,100000000.0000000000000000,,,0.3747058636632845,,,https://exp.bhpa.io/
biblepay,1058,BBP,BiblePay,0.0000000000000000,5200000000.0000000000000000,,,17.9325278613924447,,,http://explorer.biblepay.org/
binance-idr,1059,BIDR,BIDR,225715436474.2863200000000000,,,,0.0000671898192891,,,https://explorer.binance.org/asset/BIDR-0E9
bigbom,1060,BBO,Bigbom,335947891.1688321000000000,,,,0.0003135139762869,,,https://etherscan.io/token/0x84f7c44b6fed1080f647e354d552595be2cc602f
big-data-protocol,1061,BDP,Big Data Protocol,52008856.0882795300000000,80000000.0000000000000000,,,0.0005884690074906,,,https://etherscan.io/token/0xf3dcbc6D72a4E1892f7917b7C43b74131Df8480e
bigup,1062,BIGUP,BigUp,2137572488.8765000000000000,,,,0.0000820550730302,,,https://chainz.cryptoid.info/bigup/
biki,1063,BIKI,BIKI,245898565.8999999000000000,1000000000.0000000000000000,,,,,,https://etherscan.io/token/0x70debcdab2ef20be3d1dbff6a845e9ccb6e46930
bilira,1064,TRYB,BiLira,0.0000000000000000,,,,0.0610189194759099,,,https://etherscan.io/token/0x2c537e5624e4af88a7ae4060c022609376c8d0eb
billionaire-token,1065,XBL,Billionaire Token,3009029.7373000000000000,3315372.0000000000000000,,,0.0010667159493932,,,https://etherscan.io/token/0x49aec0752e68d0282db544c677f6ba407ba17ed7
biocoin,1066,BIO,BioCoin,845785803.0641785000000000,,,,0.0008000000000000,,,http://block-explorer.biocoin.bio/
biopassport-token,1067,BIOT,BioPassport Token,5560900249.9992160000000000,8800000000.0000000000000000,,,0.0156832497736386,,,https://etherscan.io/token/0xc07A150ECAdF2cc352f5586396e344A6b17625EB
biotron,1068,BTRN,Biotron,65965770.8972650000000000,,,,0.0006302967939289,,,https://etherscan.io/token/0x03c780cd554598592b97b7256ddaad759945b125
